session_id,user_id,channel,device,country,session_date,pages_viewed,converted
sess_0099,user_079,paid_search,mobile,UK,11-02-2024,7,1
sess_0100,user_474,social,tablet,US,08-01-2024,4,0
sess_0101,user_668,paid_search,tablet,DE,30-01-2024,12,1
sess_0102,user_106,organic,desktop,UK,05-01-2024,4,0
sess_0103,user_041,email,desktop,AU,10-02-2024,5,1
sess_0104,user_373,organic,mobile,US,21-02-2024,2,0
sess_0105,user_054,paid_search,mobile,US,04-02-2024,5,0
sess_0106,user_291,social,desktop,US,09-01-2024,4,0
sess_0107,user_342,organic,desktop,AU,28-01-2024,2,0
sess_0108,user_133,organic,desktop,SG,13-03-2024,4,0
sess_0109,user_131,paid_search,tablet,US,10-02-2024,3,0
sess_0110,user_096,social,desktop,DE,28-01-2024,5,0
sess_0111,user_220,social,mobile,US,24-03-2024,2,0
sess_0112,user_080,organic,desktop,US,04-03-2024,2,0
sess_0113,user_039,organic,desktop,UK,20-02-2024,5,0
sess_0114,user_167,social,desktop,UK,23-03-2024,2,0
sess_0115,user_045,organic,desktop,UK,28-02-2024,4,0
sess_0116,user_460,paid_search,desktop,US,19-01-2024,3,0
sess_0117,user_377,organic,mobile,AU,03-02-2024,2,0
sess_0118,user_515,social,desktop,US,18-01-2024,4,0
sess_0119,user_257,paid_search,tablet,SG,01-02-2024,2,0
sess_0120,user_128,organic,mobile,US,12-03-2024,5,0
sess_0121,user_448,organic,desktop,US,09-03-2024,2,0
sess_0122,user_425,organic,tablet,SG,03-02-2024,1,0
sess_0123,user_230,organic,mobile,US,15-03-2024,3,0
sess_0124,user_141,organic,tablet,SG,24-02-2024,2,0
sess_0125,user_460,organic,tablet,UK,15-03-2024,4,0
sess_0126,user_562,social,tablet,US,21-02-2024,2,0
sess_0127,user_309,direct,desktop,US,16-02-2024,2,0
sess_0128,user_114,organic,mobile,UK,29-01-2024,1,0
sess_0129,user_248,email,mobile,UK,18-01-2024,5,0
sess_0130,user_427,social,mobile,US,06-03-2024,5,0
sess_0131,user_558,organic,desktop,UK,04-03-2024,5,0
sess_0132,user_045,paid_search,tablet,UK,12-01-2024,4,0
sess_0133,user_354,social,tablet,US,07-01-2024,4,1
sess_0134,user_137,organic,desktop,US,15-01-2024,3,0
sess_0135,user_491,organic,mobile,SG,20-01-2024,4,0
sess_0136,user_038,social,desktop,US,21-03-2024,4,0
sess_0137,user_528,organic,mobile,US,21-01-2024,7,1
sess_0138,user_293,paid_search,desktop,UK,28-03-2024,6,1
sess_0139,user_377,paid_search,desktop,SG,24-02-2024,1,0
sess_0140,user_192,paid_search,mobile,US,17-03-2024,3,0
sess_0141,user_435,paid_search,mobile,AU,09-01-2024,1,0
sess_0142,user_106,organic,desktop,SG,19-02-2024,3,0
sess_0143,user_171,organic,desktop,US,18-02-2024,4,0
sess_0144,user_630,social,mobile,US,17-03-2024,3,0
sess_0145,user_688,direct,mobile,AU,29-02-2024,1,0
sess_0146,user_147,social,mobile,SG,08-03-2024,1,0
sess_0147,user_661,email,desktop,US,02-02-2024,2,0
sess_0148,user_380,paid_search,mobile,UK,11-03-2024,4,0
sess_0149,user_322,paid_search,desktop,UK,02-01-2024,4,0
sess_0150,user_531,social,mobile,US,28-03-2024,4,0
sess_0151,user_220,paid_search,desktop,US,15-01-2024,4,0
sess_0152,user_139,direct,mobile,SG,28-03-2024,1,0
sess_0153,user_699,email,mobile,SG,09-03-2024,1,0
sess_0154,user_556,direct,tablet,DE,04-02-2024,5,0
sess_0155,user_371,organic,mobile,US,23-03-2024,2,0
sess_0156,user_027,paid_search,mobile,US,13-02-2024,4,0
sess_0157,user_627,paid_search,desktop,UK,15-01-2024,2,0
sess_0158,user_539,email,mobile,US,07-02-2024,4,0
sess_0159,user_658,paid_search,mobile,UK,25-02-2024,3,0
sess_0160,user_656,organic,mobile,UK,21-01-2024,5,0
sess_0161,user_128,paid_search,desktop,US,28-02-2024,1,0
sess_0162,user_355,paid_search,mobile,US,01-01-2024,2,0
sess_0163,user_651,direct,mobile,US,03-02-2024,2,0
sess_0164,user_515,direct,mobile,UK,05-03-2024,1,0
sess_0165,user_620,social,desktop,UK,23-01-2024,5,0
sess_0166,user_047,organic,tablet,US,05-03-2024,1,0
sess_0167,user_427,direct,desktop,US,14-01-2024,5,0
sess_0168,user_495,social,mobile,SG,21-03-2024,3,0
sess_0169,user_162,organic,desktop,US,08-02-2024,1,0
sess_0170,user_327,paid_search,mobile,US,22-03-2024,3,0
sess_0171,user_528,social,desktop,AU,05-03-2024,3,0
sess_0172,user_145,paid_search,mobile,UK,18-03-2024,2,0
sess_0173,user_164,organic,mobile,US,26-01-2024,2,0
sess_0174,user_511,email,tablet,DE,20-01-2024,2,0
sess_0175,user_403,direct,mobile,SG,17-02-2024,1,0
sess_0176,user_289,paid_search,tablet,US,21-01-2024,1,0
sess_0177,user_009,paid_search,desktop,DE,10-03-2024,5,0
sess_0178,user_375,email,mobile,SG,08-03-2024,4,0
sess_0179,user_076,organic,mobile,UK,01-01-2024,3,0
sess_0180,user_697,paid_search,mobile,UK,17-03-2024,5,0
sess_0181,user_572,social,mobile,US,11-02-2024,3,0
sess_0182,user_042,direct,desktop,US,03-03-2024,5,0
sess_0183,user_153,organic,mobile,US,03-01-2024,4,0
sess_0184,user_403,social,mobile,US,15-01-2024,2,0
sess_0185,user_546,direct,desktop,US,16-02-2024,5,0
sess_0186,user_690,paid_search,desktop,UK,09-02-2024,8,1
sess_0187,user_612,organic,mobile,US,31-01-2024,1,0
sess_0188,user_234,paid_search,tablet,DE,08-01-2024,5,0
sess_0189,user_390,social,desktop,US,31-01-2024,5,0
sess_0190,user_196,organic,desktop,US,13-03-2024,1,0
sess_0191,user_514,organic,mobile,US,11-01-2024,4,0
sess_0192,user_142,social,tablet,SG,11-01-2024,1,0
sess_0193,user_322,paid_search,desktop,AU,03-03-2024,4,0
sess_0194,user_625,direct,mobile,UK,09-01-2024,3,0
sess_0195,user_296,paid_search,tablet,US,09-03-2024,3,0
sess_0196,user_281,social,desktop,UK,17-01-2024,5,0
sess_0197,user_354,organic,desktop,UK,17-01-2024,4,0
sess_0198,user_355,direct,desktop,US,25-03-2024,1,0
sess_0199,user_278,direct,desktop,DE,01-03-2024,5,0
sess_0200,user_246,direct,desktop,US,11-03-2024,5,0
sess_0201,user_103,organic,desktop,UK,22-01-2024,1,0
sess_0202,user_564,paid_search,desktop,US,03-02-2024,1,0
sess_0203,user_489,direct,mobile,DE,08-03-2024,4,0
sess_0204,user_092,social,desktop,US,18-03-2024,1,0
sess_0205,user_180,social,mobile,DE,24-02-2024,1,0
sess_0206,user_508,paid_search,desktop,AU,28-01-2024,9,1
sess_0207,user_010,organic,desktop,SG,10-03-2024,1,0
sess_0208,user_657,organic,desktop,AU,29-03-2024,4,0
sess_0209,user_280,paid_search,mobile,AU,26-01-2024,4,0
sess_0210,user_191,organic,mobile,US,09-02-2024,3,0
sess_0211,user_180,organic,mobile,US,21-02-2024,2,0
sess_0212,user_089,social,desktop,US,26-03-2024,3,0
sess_0213,user_007,paid_search,mobile,AU,24-03-2024,2,0
sess_0214,user_597,organic,mobile,DE,17-02-2024,3,0
sess_0215,user_684,social,mobile,DE,26-02-2024,1,0
sess_0216,user_121,organic,mobile,US,07-03-2024,3,0
sess_0217,user_490,social,tablet,US,27-02-2024,2,0
sess_0218,user_483,organic,desktop,UK,16-01-2024,5,0
sess_0219,user_084,social,desktop,SG,01-02-2024,5,0
sess_0220,user_064,paid_search,mobile,US,29-01-2024,1,0
sess_0221,user_336,email,tablet,US,09-01-2024,2,0
sess_0222,user_094,email,mobile,DE,13-02-2024,4,0
sess_0223,user_468,email,mobile,US,03-01-2024,4,0
sess_0224,user_406,paid_search,desktop,DE,16-03-2024,1,0
sess_0225,user_353,organic,mobile,US,11-03-2024,4,0
sess_0226,user_033,social,mobile,US,30-01-2024,4,0
sess_0227,user_384,organic,mobile,US,16-03-2024,4,0
sess_0228,user_083,direct,mobile,SG,29-01-2024,4,0
sess_0229,user_122,social,desktop,UK,01-01-2024,3,0
sess_0230,user_004,organic,mobile,UK,10-01-2024,2,0
sess_0231,user_545,social,tablet,UK,21-03-2024,4,0
sess_0232,user_116,paid_search,mobile,UK,08-01-2024,2,0
sess_0233,user_247,organic,desktop,UK,30-01-2024,1,0
sess_0234,user_251,organic,mobile,US,09-01-2024,1,0
sess_0235,user_144,social,mobile,US,05-01-2024,1,0
sess_0236,user_592,paid_search,mobile,SG,12-02-2024,3,0
sess_0237,user_677,paid_search,desktop,US,10-01-2024,2,0
sess_0238,user_180,paid_search,mobile,US,06-03-2024,5,0
sess_0239,user_538,social,mobile,UK,31-01-2024,4,0
sess_0240,user_485,organic,mobile,US,05-02-2024,5,0
sess_0241,user_060,organic,mobile,SG,26-03-2024,4,0
sess_0242,user_262,paid_search,tablet,UK,03-03-2024,2,0
sess_0243,user_549,organic,desktop,AU,28-01-2024,1,0
sess_0244,user_041,social,mobile,US,10-03-2024,5,0
sess_0245,user_223,email,mobile,DE,17-01-2024,5,0
sess_0246,user_217,paid_search,desktop,US,14-03-2024,1,0
sess_0247,user_249,direct,tablet,US,14-03-2024,4,0
sess_0248,user_290,social,desktop,US,01-03-2024,3,0
sess_0249,user_510,paid_search,mobile,US,01-02-2024,5,0
sess_0250,user_209,paid_search,desktop,DE,01-03-2024,3,0
sess_0251,user_017,paid_search,mobile,UK,22-02-2024,2,0
sess_0252,user_201,organic,tablet,UK,25-01-2024,2,0
sess_0253,user_264,organic,mobile,SG,13-01-2024,3,0
sess_0254,user_173,social,mobile,DE,13-01-2024,4,0
sess_0255,user_556,social,mobile,US,25-03-2024,2,0
sess_0256,user_685,direct,tablet,UK,25-02-2024,1,0
sess_0257,user_155,organic,mobile,US,15-02-2024,1,0
sess_0258,user_495,organic,mobile,US,24-02-2024,5,0
sess_0259,user_543,social,mobile,UK,22-02-2024,1,0
sess_0260,user_184,social,mobile,US,29-02-2024,4,0
sess_0261,user_259,organic,mobile,US,07-01-2024,5,0
sess_0262,user_471,email,mobile,US,27-03-2024,4,0
sess_0263,user_670,paid_search,tablet,US,24-03-2024,1,0
sess_0264,user_566,direct,desktop,US,23-03-2024,4,0
sess_0265,user_661,paid_search,desktop,DE,13-01-2024,9,1
sess_0266,user_044,social,desktop,SG,08-01-2024,5,0
sess_0267,user_048,organic,tablet,DE,21-02-2024,3,0
sess_0268,user_184,direct,desktop,US,13-02-2024,1,0
sess_0269,user_079,direct,mobile,AU,14-01-2024,4,0
sess_0270,user_340,organic,desktop,UK,01-02-2024,5,0
sess_0271,user_513,paid_search,desktop,DE,25-01-2024,1,0
sess_0272,user_349,social,mobile,US,25-01-2024,1,0
sess_0273,user_031,social,desktop,UK,09-03-2024,3,0
sess_0274,user_385,social,desktop,UK,27-02-2024,5,0
sess_0275,user_303,paid_search,desktop,DE,18-01-2024,5,0
sess_0276,user_399,social,desktop,US,24-02-2024,2,0
sess_0277,user_277,organic,mobile,US,24-01-2024,3,0
sess_0278,user_418,organic,mobile,US,05-02-2024,5,0
sess_0279,user_395,organic,mobile,UK,29-02-2024,3,0
sess_0280,user_249,organic,mobile,DE,01-02-2024,5,0
sess_0281,user_275,paid_search,mobile,US,10-01-2024,3,0
sess_0282,user_079,paid_search,mobile,US,26-02-2024,4,0
sess_0283,user_201,paid_search,tablet,DE,11-03-2024,5,0
sess_0284,user_390,paid_search,mobile,US,13-01-2024,5,0
sess_0285,user_140,email,mobile,US,07-01-2024,5,0
sess_0286,user_408,organic,desktop,DE,24-03-2024,2,0
sess_0287,user_249,direct,mobile,DE,10-03-2024,5,0
sess_0288,user_205,organic,mobile,DE,02-01-2024,5,0
sess_0289,user_215,paid_search,mobile,DE,12-01-2024,4,0
sess_0290,user_690,paid_search,mobile,DE,31-01-2024,4,0
sess_0291,user_387,paid_search,desktop,US,22-01-2024,4,0
sess_0292,user_429,organic,tablet,UK,22-02-2024,5,0
sess_0293,user_609,paid_search,desktop,US,03-03-2024,5,0
sess_0294,user_171,social,mobile,DE,02-03-2024,3,0
sess_0295,user_340,social,mobile,AU,28-01-2024,4,0
sess_0296,user_532,direct,mobile,US,21-02-2024,5,0
sess_0297,user_696,paid_search,desktop,US,08-01-2024,4,0
sess_0298,user_303,paid_search,mobile,US,22-01-2024,4,1
sess_0299,user_357,paid_search,tablet,US,18-02-2024,2,0
sess_0300,user_100,organic,mobile,US,01-01-2024,4,0
sess_0301,user_024,paid_search,desktop,US,19-02-2024,1,0
sess_0302,user_529,email,desktop,DE,03-02-2024,2,0
sess_0303,user_415,organic,mobile,UK,28-02-2024,2,0
sess_0304,user_203,social,mobile,DE,06-02-2024,5,0
sess_0305,user_065,paid_search,mobile,US,24-02-2024,3,0
sess_0306,user_469,paid_search,desktop,UK,30-03-2024,2,0
sess_0307,user_612,organic,desktop,UK,12-03-2024,3,0
sess_0308,user_633,paid_search,mobile,US,25-03-2024,4,0
sess_0309,user_087,organic,desktop,SG,03-03-2024,5,0
sess_0310,user_145,social,mobile,US,20-01-2024,3,0
sess_0311,user_499,paid_search,mobile,US,25-01-2024,2,0
sess_0312,user_171,social,desktop,UK,07-02-2024,5,0
sess_0313,user_368,paid_search,mobile,US,28-01-2024,1,0
sess_0314,user_518,direct,mobile,US,08-01-2024,5,0
sess_0315,user_501,social,mobile,UK,15-03-2024,4,0
sess_0316,user_282,organic,desktop,DE,10-03-2024,1,0
sess_0317,user_563,organic,mobile,DE,08-01-2024,4,0
sess_0318,user_556,paid_search,desktop,US,10-02-2024,3,0
sess_0319,user_105,email,mobile,DE,08-01-2024,4,0
sess_0320,user_461,social,desktop,US,07-01-2024,1,0
sess_0321,user_243,organic,desktop,US,15-03-2024,1,0
sess_0322,user_648,organic,desktop,DE,02-03-2024,5,0
sess_0323,user_584,paid_search,desktop,DE,05-03-2024,1,0
sess_0324,user_297,paid_search,mobile,UK,08-03-2024,3,0
sess_0325,user_139,paid_search,tablet,UK,21-01-2024,1,0
sess_0326,user_136,direct,desktop,SG,08-01-2024,2,0
sess_0327,user_502,organic,desktop,SG,06-03-2024,4,0
sess_0328,user_649,organic,desktop,UK,11-01-2024,1,0
sess_0329,user_466,social,desktop,US,24-01-2024,3,0
sess_0330,user_470,direct,mobile,US,09-01-2024,1,0
sess_0331,user_224,social,desktop,SG,17-03-2024,4,0
sess_0332,user_346,direct,desktop,UK,09-01-2024,3,0
sess_0333,user_048,paid_search,mobile,SG,27-03-2024,1,0
sess_0334,user_452,organic,desktop,UK,31-01-2024,2,0
sess_0335,user_666,paid_search,tablet,US,21-02-2024,2,0
sess_0336,user_257,organic,desktop,SG,16-01-2024,3,0
sess_0337,user_240,organic,desktop,UK,13-03-2024,7,1
sess_0338,user_136,paid_search,mobile,US,01-02-2024,1,0
sess_0339,user_124,paid_search,mobile,US,15-03-2024,8,1
sess_0340,user_092,direct,mobile,US,17-03-2024,4,0
sess_0341,user_392,social,mobile,US,06-01-2024,2,0
sess_0342,user_071,social,desktop,US,20-03-2024,2,0
sess_0343,user_644,paid_search,mobile,DE,11-01-2024,2,0
sess_0344,user_089,social,tablet,UK,23-02-2024,2,0
sess_0345,user_440,email,mobile,US,25-03-2024,3,0
sess_0346,user_616,organic,mobile,US,15-03-2024,5,0
sess_0347,user_211,social,desktop,DE,13-03-2024,3,0
sess_0348,user_246,paid_search,mobile,DE,07-03-2024,1,0
sess_0349,user_013,paid_search,mobile,UK,10-02-2024,5,0
sess_0350,user_431,direct,tablet,US,03-02-2024,5,0
sess_0351,user_018,paid_search,desktop,DE,27-01-2024,1,0
sess_0352,user_519,paid_search,mobile,US,26-03-2024,4,0
sess_0353,user_085,organic,desktop,DE,10-02-2024,4,0
sess_0354,user_524,social,mobile,US,31-01-2024,1,0
sess_0355,user_650,direct,tablet,US,03-02-2024,5,0
sess_0356,user_245,social,desktop,UK,20-02-2024,4,0
sess_0357,user_057,organic,mobile,US,17-01-2024,5,0
sess_0358,user_012,organic,desktop,DE,26-03-2024,2,0
sess_0359,user_171,organic,tablet,UK,23-03-2024,3,0
sess_0360,user_031,paid_search,desktop,SG,08-02-2024,1,0
sess_0361,user_643,organic,mobile,UK,28-02-2024,5,0
sess_0362,user_171,organic,mobile,US,10-02-2024,5,0
sess_0363,user_234,paid_search,mobile,US,10-01-2024,1,0
sess_0364,user_484,social,mobile,SG,02-01-2024,3,1
sess_0365,user_567,paid_search,tablet,US,28-02-2024,1,0
sess_0366,user_427,email,desktop,DE,20-03-2024,2,0
sess_0367,user_515,direct,mobile,SG,13-03-2024,1,0
sess_0368,user_411,social,mobile,US,13-01-2024,1,0
sess_0369,user_089,organic,mobile,US,10-01-2024,3,0
sess_0370,user_638,paid_search,mobile,US,09-03-2024,3,0
sess_0371,user_560,organic,mobile,AU,28-01-2024,2,0
sess_0372,user_555,social,mobile,US,05-03-2024,2,0
sess_0373,user_674,organic,desktop,SG,03-02-2024,1,0
sess_0374,user_430,paid_search,desktop,US,17-01-2024,2,0
sess_0375,user_045,paid_search,mobile,AU,14-02-2024,1,0
sess_0376,user_470,direct,desktop,UK,09-01-2024,3,0
sess_0377,user_077,direct,mobile,US,01-02-2024,4,0
sess_0378,user_268,paid_search,mobile,DE,17-02-2024,3,0
sess_0379,user_326,email,tablet,US,06-02-2024,3,0
sess_0380,user_112,paid_search,mobile,AU,21-01-2024,5,0
sess_0381,user_367,organic,mobile,UK,26-02-2024,5,0
sess_0382,user_093,direct,mobile,US,10-03-2024,1,0
sess_0383,user_221,organic,desktop,SG,08-02-2024,1,0
sess_0384,user_406,email,mobile,US,19-03-2024,3,0
sess_0385,user_415,paid_search,desktop,US,24-03-2024,1,0
sess_0386,user_144,email,desktop,UK,08-03-2024,4,1
sess_0387,user_411,organic,mobile,DE,02-01-2024,2,0
sess_0388,user_077,paid_search,desktop,UK,26-03-2024,3,0
sess_0389,user_095,organic,mobile,SG,11-03-2024,2,0
sess_0390,user_052,direct,desktop,US,08-02-2024,10,1
sess_0391,user_392,organic,desktop,SG,25-03-2024,1,0
sess_0392,user_457,social,mobile,US,14-01-2024,3,0
sess_0393,user_511,email,mobile,UK,18-01-2024,3,0
sess_0394,user_430,paid_search,desktop,US,03-02-2024,2,0
sess_0395,user_020,organic,desktop,UK,15-01-2024,5,0
sess_0396,user_353,direct,desktop,US,14-01-2024,4,0
sess_0397,user_612,direct,mobile,US,11-03-2024,3,0
sess_0398,user_543,organic,desktop,DE,20-01-2024,10,1
sess_0399,user_673,paid_search,desktop,US,04-02-2024,2,0
sess_0400,user_590,organic,mobile,DE,06-02-2024,2,0
sess_0401,user_181,email,desktop,US,18-03-2024,2,0
sess_0402,user_029,organic,mobile,DE,27-01-2024,5,0
sess_0403,user_505,social,mobile,UK,13-02-2024,2,0
sess_0404,user_225,paid_search,mobile,US,27-01-2024,12,1
sess_0405,user_349,organic,mobile,US,28-03-2024,2,0
sess_0406,user_152,social,tablet,SG,22-03-2024,1,0
sess_0407,user_075,paid_search,tablet,DE,03-02-2024,3,0
sess_0408,user_331,paid_search,tablet,US,05-03-2024,3,0
sess_0409,user_665,organic,mobile,AU,03-03-2024,4,0
sess_0410,user_366,organic,desktop,UK,02-02-2024,5,0
sess_0411,user_131,organic,desktop,US,07-01-2024,3,0
sess_0412,user_034,organic,mobile,DE,12-01-2024,5,0
sess_0413,user_107,organic,mobile,SG,22-03-2024,5,0
sess_0414,user_172,direct,mobile,DE,24-02-2024,3,0
sess_0415,user_458,social,tablet,SG,05-02-2024,3,0
sess_0416,user_002,organic,mobile,DE,06-01-2024,1,0
sess_0417,user_505,organic,mobile,US,01-01-2024,4,0
sess_0418,user_667,email,mobile,US,12-02-2024,5,0
sess_0419,user_302,social,mobile,UK,17-01-2024,1,0
sess_0420,user_165,organic,mobile,US,22-03-2024,4,0
sess_0421,user_629,social,mobile,SG,03-02-2024,5,0
sess_0422,user_445,email,desktop,US,21-01-2024,5,0
sess_0423,user_554,organic,mobile,US,26-02-2024,5,0
sess_0424,user_563,organic,mobile,US,11-03-2024,12,1
sess_0425,user_678,email,mobile,US,24-02-2024,3,0
sess_0426,user_084,social,mobile,US,12-03-2024,3,0
sess_0427,user_094,paid_search,mobile,DE,02-01-2024,3,0
sess_0428,user_457,social,mobile,US,15-01-2024,2,0
sess_0429,user_064,organic,mobile,US,10-01-2024,5,0
sess_0430,user_424,organic,desktop,US,29-03-2024,5,0
sess_0431,user_429,direct,desktop,UK,20-01-2024,5,0
sess_0432,user_488,direct,desktop,AU,10-03-2024,2,0
sess_0433,user_530,organic,mobile,SG,05-01-2024,12,1
sess_0434,user_178,email,desktop,UK,17-02-2024,4,0
sess_0435,user_434,direct,mobile,US,15-03-2024,1,0
sess_0436,user_610,organic,desktop,US,11-03-2024,2,0
sess_0437,user_570,organic,tablet,SG,19-01-2024,4,0
sess_0438,user_639,paid_search,mobile,US,25-02-2024,1,0
sess_0439,user_603,paid_search,desktop,US,17-01-2024,5,0
sess_0440,user_293,paid_search,tablet,US,06-01-2024,1,0
sess_0441,user_586,email,desktop,SG,09-02-2024,4,0
sess_0442,user_698,social,mobile,US,16-02-2024,5,0
sess_0443,user_051,social,mobile,SG,06-01-2024,2,0
sess_0444,user_319,social,tablet,SG,15-02-2024,7,1
sess_0445,user_138,organic,mobile,DE,27-01-2024,2,0
sess_0446,user_620,organic,desktop,DE,28-03-2024,4,0
sess_0447,user_529,social,mobile,US,01-02-2024,4,0
sess_0448,user_519,email,desktop,UK,26-03-2024,3,0
sess_0449,user_198,paid_search,desktop,UK,14-01-2024,2,0
sess_0450,user_370,email,mobile,US,15-02-2024,3,1
sess_0451,user_698,social,mobile,SG,12-03-2024,1,0
sess_0452,user_601,organic,mobile,UK,22-02-2024,4,0
sess_0453,user_292,paid_search,mobile,SG,20-03-2024,1,0
